category,lawName,ENG,KOR
과학ㆍ기술,과학기술기본법 시행령,"[This Article Newly Inserted on Sep. 24, 2021]",[본조신설 2021. 9. 24.]
과학ㆍ기술,과학기술기본법 시행령,"[This Article Newly Inserted on Sep. 24, 2021]",[본조신설 2021. 9. 24.]
과학ㆍ기술,과학기술기본법 시행령,"[This Article Newly Inserted on Nov. 19, 2014]",[본조신설 2014. 11. 19.]
과학ㆍ기술,과학기술기본법 시행령,"[This Article Newly Inserted on Nov. 19, 2014]",[본조신설 2014. 11. 19.]
과학ㆍ기술,과학기술기본법 시행령,"[This Article Newly Inserted on Mar. 28, 2011]",[본조신설 2011. 3. 28.]
과학ㆍ기술,과학기술기본법 시행령,"[This Article Newly Inserted on Jul. 26, 2010]",[본조신설 2010. 7. 26.]
과학ㆍ기술,과학기술기본법 시행령,"[This Article Newly Inserted on Nov. 19, 2014]",[본조신설 2014. 11. 19.]
과학ㆍ기술,과학기술기본법 시행령,"[This Article Newly Inserted on Dec. 22, 2015]",[본조신설 2015. 12. 22.]
과학ㆍ기술,과학기술기본법 시행령,"[This Article Newly Inserted on Nov. 19, 2014]",[본조신설 2014. 11. 19.]
과학ㆍ기술,과학기술기본법 시행령,(2) Omitted.,② 생략
과학ㆍ기술,과학기술기본법 시행령,(2) Omitted.,② 생략
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,"[This Article Newly Inserted on Jul. 20, 2021]",[본조신설 2021. 7. 20.]
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,"[This Article Newly Inserted on Jun. 25, 2014]",[본조신설 2014. 6. 25.]
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,"[This Article Newly Inserted on Jun. 25, 2014]",[본조신설 2014. 6. 25.]
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,"[This Article Newly Inserted on Dec. 10, 2020]",[본조신설 2020. 12. 10.]
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,"[This Article Newly Inserted on Dec. 10, 2020]",[본조신설 2020. 12. 10.]
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,2. Name;,2. 명칭
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,"[This Article Wholly Amended on Dec. 8, 2011]",[본조신설 2011. 12. 8.]
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,"[This Article Wholly Amended on Dec. 8, 2011]",[본조신설 2011. 12. 8.]
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,1. Purpose;,1. 목적
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,2. Name;,2. 명칭
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,3. Location;,3. 소재지
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,3. President of the graduate school university;,3. 총장
과학ㆍ기술,과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 시행령,"[This Article Newly Inserted on Jun. 25, 2014]",[본조신설 2014. 6. 25.]
과학ㆍ기술,국가과학기술자문회의법 시행령,3. The title of agenda items;,3. 안건명
과학ㆍ기술,국가과학기술자문회의법 시행령,"(1) Deleted. <Oct. 14, 2021>",① 삭제 <2021. 10. 14.>
과학ㆍ기술,국가연구개발사업 등의 성과평가 및 성과관리에 관한 법률 시행령,"(2) Deleted. <Feb. 29, 2008>",② 삭제 <2008. 2. 29.>
과학ㆍ기술,국가연구개발사업 등의 성과평가 및 성과관리에 관한 법률 시행령,"[This Article Newly Inserted on Dec. 1, 2017]",[본조신설 2017. 12. 1.]
과학ㆍ기술,국가연구개발사업 등의 성과평가 및 성과관리에 관한 법률 시행령,"[This Article Newly Inserted on Jun. 22, 2021]",[본조신설 2021. 6. 22.]
과학ㆍ기술,국가연구개발사업 등의 성과평가 및 성과관리에 관한 법률 시행령,"[This Article Newly Inserted on May 31, 2016]",[본조신설 2016. 5. 31.]
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,1. The Ministry of Economy and Finance;,1. 기획재정부
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,2. The Ministry of Education;,2. 교육부
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,4. The Ministry of National Defense;,4. 국방부
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,6. The Ministry of Health and Welfare;,6. 보건복지부
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,7. The Ministry of Environment;,7. 환경부
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,8. The Ministry of Oceans and Fisheries;,8. 해양수산부
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,10. The Korea Meteorological Administration.,10. 기상청
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,"[This Article Newly Inserted on Jun. 19, 2018]",[본조신설 2018. 6. 19.]
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,"[This Article Newly Inserted on Jul. 5, 2022]",[본조신설 2022. 7. 5.]
과학ㆍ기술,국가초고성능컴퓨터 활용 및 육성에 관한 법률 시행령,"[This Article Newly Inserted on Jun. 19, 2018]",[본조신설 2018. 6. 19.]
과학ㆍ기술,국제과학기술협력 규정,"3. Deleted. <by Presidential Decree No. 21551, Jun. 25, 2009>",3. 삭제 <2009.6.25.>
과학ㆍ기술,국토교통과학기술 육성법 시행령,1. Personnel expenses;,1. 인건비
과학ㆍ기술,기상관측표준화법,2. A local government;,2. 지방자치단체
과학ㆍ기술,기상관측표준화법,"[This Article Newly Inserted on Apr. 17, 2018]",[본조신설 2018. 4. 17.]
과학ㆍ기술,기상관측표준화법,"[This Article Newly Inserted on Apr. 17, 2018]",[본조신설 2018. 4. 17.]
과학ㆍ기술,기상관측표준화법,"[This Article Newly Inserted on Apr. 17, 2018]",[본조신설 2018. 4. 17.]
과학ㆍ기술,기상관측표준화법,"[This Article Newly Inserted on Apr. 17, 2018]",[본조신설 2018. 4. 17.]
과학ㆍ기술,기상관측표준화법,"[This Article Newly Inserted on Apr. 17, 2018]",[본조신설 2018. 4. 17.]
과학ㆍ기술,기상관측표준화법,(2) Omitted.,② 생략
과학ㆍ기술,기상관측표준화법 시행령,"[This Article Newly Inserted on Mar. 30, 2021]",[본조신설 2021. 3. 30.]
과학ㆍ기술,기상관측표준화법 시행령,1. Thermometers;,1. 온도계
과학ㆍ기술,기상관측표준화법 시행령,2. Rain gauges;,2. 강수량계
과학ㆍ기술,기상관측표준화법 시행령,3. Barometers;,3. 기압계
과학ㆍ기술,기상관측표준화법 시행령,4. Hygrometers;,4. 습도계
과학ㆍ기술,기상관측표준화법 시행령,5. Anemoscopes;,5. 풍향계
과학ㆍ기술,기상관측표준화법 시행령,6. Anemometers;,6. 풍속계
과학ㆍ기술,기상관측표준화법 시행령,7. Pyrheliometers;,7. 일사계(日射計)
과학ㆍ기술,기상관측표준화법 시행령,8. Sunshine recorders;,8. 일조계(日照計)
과학ㆍ기술,기상관측표준화법 시행령,10. Evaporimeters;,10. 증발계
과학ㆍ기술,기상관측표준화법 시행령,"[This Article Newly Inserted on Mar. 30, 2021]",[본조신설 2021. 3. 30.]
과학ㆍ기술,기상관측표준화법 시행령,"[This Article Newly Inserted on Nov. 14, 2017]",[본조신설 2017. 11. 14.]
과학ㆍ기술,기상관측표준화법 시행령,"(2) (Transitional Measure regarding Existing Observation Facilities) The deadline by which the observation facilities operated by each observation agency as at the time this Decree enters into force, shall be equipped with the resources required by the standards under Article 4 (2) 1, 2, and 4 of the Act, pursuant to paragraph (2) of the Addenda to the Act, is June 30, 2016.",② 생략
과학ㆍ기술,기상산업진흥법,"[This Article Newly Inserted on Dec. 27, 2016]",[본조신설 2016. 12. 27.]
과학ㆍ기술,기상산업진흥법,"[This Article Newly Inserted on Jul. 16, 2013]",[본조신설 2013. 7. 16.]
과학ㆍ기술,기상산업진흥법,"5. Deleted; <Apr. 17, 2018>",5. 삭제 <2018. 4. 17.>
과학ㆍ기술,기상산업진흥법,"2. Deleted; <Apr. 18, 2017>",2. 삭제 <2017. 4. 18.>
과학ㆍ기술,기상산업진흥법 시행령,"[This Article Newly Inserted on Jun. 14, 2016]",[본조신설 2016. 6. 14.]
과학ㆍ기술,기상산업진흥법 시행령,"[This Article Newly Inserted on Jun. 29, 2021]",[본조신설 2021. 6. 29.]
과학ㆍ기술,기상산업진흥법 시행령,"[This Article Newly Inserted on Jan. 7, 2014]",[본조신설 2014. 1. 7.]
과학ㆍ기술,기상산업진흥법 시행령,"[This Article Newly Inserted on May 19, 2020]",[본조신설 2020. 5. 19.]
과학ㆍ기술,기상산업진흥법 시행령,"[This Article Newly Inserted on Nov. 19, 2014]",[본조신설 2014. 11. 19.]
과학ㆍ기술,기술사법 시행령,"[This Article Newly Inserted on May 10, 2016]",[본조신설 2016. 5. 10.]
과학ㆍ기술,기술사법 시행령,"[This Article Newly Inserted on Oct. 13, 2010]",[본조신설 2010. 10. 13.]
과학ㆍ기술,기술사법 시행령,"[This Article Newly Inserted on May 10, 2016]",[본조신설 2016. 5. 10.]
과학ㆍ기술,기술사법 시행령,"(1) Deleted. <Nov. 28, 2014>",① 삭제 <2014. 11. 28.>
과학ㆍ기술,기술사법 시행령,"6. Deleted. <Jul. 9, 2019>",6. 삭제 <2019. 7. 9.>
과학ㆍ기술,기술사법 시행령,"[This Article Newly Inserted on Nov. 28, 2014]",[본조신설 2014. 11. 28.]
과학ㆍ기술,기술사법 시행령,1. Professional engineers;,1. 기술사
과학ㆍ기술,기술사법 시행령,2. Engineers;,2. 기사
과학ㆍ기술,기술사법 시행령,1. The articles of association;,1. 정관
과학ㆍ기술,기술사법 시행령,1. Purposes;,1. 목적
과학ㆍ기술,기술사법 시행령,2. Name;,2. 명칭
과학ㆍ기술,기술사법 시행령,"6. Deleted; <Nov. 28, 2014>",6. 삭제 <2014. 11. 28.>
과학ㆍ기술,기술사법 시행령,"[This Article Newly Inserted on Jan. 6, 2012]",[본조신설 2012. 1. 6.]
과학ㆍ기술,뇌연구 촉진법 시행령,"[This Article Newly Inserted on Jul. 20, 2021",[본조신설 2021. 7. 20.]
과학ㆍ기술,생활주변방사선 안전관리법,"[This Article Newly Inserted on Jan. 15, 2019]",[본조신설 2019. 1. 15.]
과학ㆍ기술,생활주변방사선 안전관리법,"[This Article Newly Inserted on Dec. 1, 2015]",[본조신설 2015. 12. 1.]
과학ㆍ기술,생활주변방사선 안전관리법,"[This Article Newly Inserted on Dec. 1, 2015]",[본조신설 2015. 12. 1.]
과학ㆍ기술,생활주변방사선 안전관리법,"6. Deleted; <Dec. 8, 2020>",6. 삭제 <2020. 12. 8.>
과학ㆍ기술,생활주변방사선 안전관리법 시행령,"[This Article Newly Inserted on Jul. 9, 2019]",[본조신설 2019. 7. 9.]
과학ㆍ기술,생활주변방사선 안전관리법 시행령,"3. Deleted; <Jul. 9, 2019>",3. 삭제 <2019. 7. 9.>
과학ㆍ기술,생활주변방사선 안전관리법 시행령,"(3) Deleted. <Jun. 8, 2021>",③ 삭제 <2021. 6. 8.>
과학ㆍ기술,생활주변방사선 안전관리법 시행령,"(2) Deleted. <Jun. 8, 2021>",② 삭제 <2021. 6. 8.>
과학ㆍ기술,생활주변방사선 안전관리법 시행령,"(4) Deleted. <Jul. 9, 2019>",④ 삭제 <2019. 7. 9.>
과학ㆍ기술,생활주변방사선 안전관리법 시행령,"[This Article Newly Inserted on Jul. 9, 2019]",[본조신설 2019. 7. 9.]
과학ㆍ기술,생활주변방사선 안전관리법 시행령,"[This Article Newly Inserted on Jul. 9, 2019]",[본조신설 2019. 7. 9.]
과학ㆍ기술,생활주변방사선 안전관리법 시행령,"[This Article Newly Inserted on May 31, 2016]",[본조신설 2016. 5. 31.]
과학ㆍ기술,생활주변방사선 안전관리법 시행령,"[This Article Newly Inserted on Jul. 9, 2019]",[본조신설 2019. 7. 9.]
과학ㆍ기술,여성과학기술인 육성 및 지원에 관한 법률 시행령,"[This Article Newly Inserted on Dec. 30, 2013]",[본조신설 2013. 12. 30.]
과학ㆍ기술,여성과학기술인 육성 및 지원에 관한 법률 시행령,(2) Omitted.,② 생략
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jan. 26, 2012]",[본조신설 2012. 1. 26.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Apr. 17, 2018]",[본조신설 2018. 4. 17.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Apr. 17, 2018]",[본조신설 2018. 4. 17.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jan. 26, 2012]",[본조신설 2012. 1. 26.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jan. 26, 2012]",[본조신설 2012. 1. 26.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jan. 26, 2012]",[본조신설 2012. 1. 26.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Dec. 30, 2009]",[본조신설 2009. 12. 30.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,1. A public research institute;,1. 공공연구기관
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Dec. 30, 2009]",[본조신설 2009. 12. 30.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jun. 9, 2020]",[본조신설 2020. 6. 9.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"1. Deleted; <Dec. 22, 2020>",1. 삭제 <2020. 12. 22.>
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"2. Deleted; <Dec. 22, 2020>",2. 삭제 <2020. 12. 22.>
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"3. Deleted; <Dec. 22, 2020>",3. 삭제 <2020. 12. 22.>
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"4. Deleted; <Dec. 22, 2020>",4. 삭제 <2020. 12. 22.>
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"5. Deleted; <Dec. 22, 2020>",5. 삭제 <2020. 12. 22.>
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"6. Deleted; <Dec. 22, 2020>",6. 삭제 <2020. 12. 22.>
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"7. Deleted. <Dec. 22, 2020>",7. 삭제 <2020. 12. 22.>
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jan. 26, 2012]",[본조신설 2012. 1. 26.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jan. 26, 2012]",[본조신설 2012. 1. 26.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jan. 26, 2012]",[본조신설 2012. 1. 26.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jan. 26, 2012]",[본조신설 2012. 1. 26.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,1. Purposes;,1. 목적
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,2. Name;,2. 명칭
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,"[This Article Newly Inserted on Jan. 26, 2012]",[본조신설 2012. 1. 26.]
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,1. A minor;,1. 미성년자
과학ㆍ기술,연구개발특구의 육성에 관한 특별법,(2) Omitted.,② 생략
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jun. 3, 2014]",[본조신설 2014. 6. 3.]
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jun. 3, 2014]",[본조신설 2014. 6. 3.]
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jun. 3, 2014]",[본조신설 2014. 6. 3.]
과학ㆍ기술,우주개발 진흥법,"6. Deleted; <Mar. 9, 2011>",6. 삭제 <2011. 3. 9.>
과학ㆍ기술,우주개발 진흥법,"7. Deleted; <Mar. 9, 2011>",7. 삭제 <2011. 3. 9.>
과학ㆍ기술,우주개발 진흥법,"8. Deleted; <Mar. 9, 2011>",8. 삭제 <2011. 3. 9.>
과학ㆍ기술,우주개발 진흥법,"9. Deleted. <Mar. 9, 2011>",9. 삭제 <2011. 3. 9.>
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jan. 20, 2015]",[본조신설 2015. 1. 20.]
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jan. 20, 2015]",[본조신설 2015. 1. 20.]
과학ㆍ기술,우주개발 진흥법,1. A person under adult guardianship;,1. 피성년후견인
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jun. 3, 2014]",[본조신설 2014. 6. 3.]
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jun. 3, 2014]",[본조신설 2014. 6. 3.]
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jun. 3, 2014]",[본조신설 2014. 6. 3.]
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jun. 10, 2022]",[본조신설 2022. 6. 10.]
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jun. 10, 2022]",[본조신설 2022. 6. 10.]
과학ㆍ기술,우주개발 진흥법,"[This Article Newly Inserted on Jun. 10, 2022]",[본조신설 2022. 6. 10.]
